e1.avi	     1	 39070	     0
e2.avi	   210	 42986	     0
e3.avi	  1700	 42191	     0
e4.avi	     1	 37020	     0
e5.avi	  7100	 84131	     0
e6.avi	     1	 34640	     0
e7.avi	  8131	 81627	     0
e8.avi	     1	 86600	     0
e9.avi	  9220	 82951	     0
e10.avi	     1	 85060	     0
e11.avi	     1	 70970	     0
e12.avi	  3526	 41455	     0
e13.avi	     1	 84700	     0
e14.avi	     1	 88233	     0
e15.avi	     1	 38300	     0
e16.avi	     0	 34500	     0
e17.avi	 14071	 81627	     0
e18.avi	  2426	 65060	     0
e19.avi	 10480	 40096	     0
e20.avi	     1	 88233	     0
e21.avi	     1	 89471	 88653
e22.avi	     1	 89602	 90012
e23.avi	     1	 45787	 43423
e24.avi	     1	 89276	 88541
e25.avi	     1	 89933	 87876
e26.avi	     1	 44747	 46829
e27.avi	     1	 89926	 91373
e28.avi	     1	 89321	 90024
e29.avi	     1	 89321	 90024
e30.avi	     1	 76098	 76188
e31.avi	     1	 89921	 88682
e32.avi	     1	 89627	 88756
e33.avi	     1	 90476	 89358
e34.avi	     1	 89176	 87558
e35.avi	     1	 89116	 88637
e36.avi	     1	 90220	 88616
e37.avi	     1	 90976	 88645
e38.avi	     1	 45320	 43541
e39.avi	     1	 44721	 43059
e40.avi	     1	 89265	 87806
e41.avi	     1	 90519	 88831
e42.avi	     1	 90374	 89220
e43.avi	     1	 90423	 85462
e44.avi	     1	 66867	 64850
e45.avi	     1	 67622	 64943
e46.avi	     1	 90519	 88136
e47.avi	     1	 89972	 88282
e48.avi	     1	 88175	 86232
e49.avi	     1	 59925	 58427
e50.avi	     1	 90225	 88596
e51.avi	     1	 44574	 43316
e52.avi	     1	 46416	 42883
e53.avi	     1	 89965	 86476
e54.avi	     1	 65422	 62527
e55.avi	     1	 90122	 87796
e56.avi	     1	 90168	 87745
e57.avi	     1	 90324	 87885
e58.avi	     1	 89684	 88392
e59.avi	     1	 90208	 86565
e60.avi	     1	 90124	 87491
e61.avi	     1	 89471	128448
e62.avi	     1	 67870	 64107
e63.avi	     1	 91939	 89388
e64.avi	     1	 90405	 87663
e65.avi	     1	 90626	 87517
e66.avi	     1	 45027	 42150
e67.avi	     1	 89475	 87546
e68.avi	     1	 68723	 65336
e69.avi	     1	 45627	 42840
e70.avi	     1	 44414	 41525
e71.avi	     1	 90822	 87929
e72.avi	     1	 45460	 42695
e73.avi	     1	 44512	 42689
e74.avi	     1	 89624	 87570
e75.avi	     1	 45773	 42860
e76.avi	     1	 45428	 42656
e77.avi	     1	 45720	 42578
e78.avi	     1	 90073	 87503
e79.avi	     1	 91169	 87476
e80.avi	     1	 43528	 41748
e81.avi	     1	 90325	 87753
e82.avi	     1	 63137	 67486
e83.avi	     1	 87242	 84572
e84.avi	     1	 89593	 87553
e85.avi	     1	 90269	 87899
e86.avi	     1	 90168	 87962
e87.avi	     1	 67596	 64806
e89.avi	     1	 88258	 85762
e90.avi	     1	 88475	 85615
e91.avi	     1	 90587	 87294
e92.avi	     1	 91224	 87952
